Unnamed: 0,Movie,Year,Certificate,Genre,Overview,Runtime,Rating,No.of.Ratings,tmdb_id,tmdb_title,language
503,Anaganaga O Dheerudu,2011.0,PG-13,"Action, Adventure, Family            ","    In a teardrop-shaped land called Sangarashtra, a 9-year-old girl with special healing powers tries to save her homeland from the tyranny of an evil queen with the help of a blind swordsman.",133,5.1,478,72440,Once Upon a Warrior,Telugu
1210,Madatha Kaaja,2011.0,UA,Comedy            ,    A comic account of a police informer who comes across two dangerous criminal dons whom he wishes to bring to justice.,141,5.4,67,85952,Madatha Kaaja,Telugu
102,Panjaa,2011.0,A,"Action, Thriller            ",    A hitman invites the wrath of his boss after beating the latter's son to death for killing an innocent woman.,156,6.5,3479,200339,Veedu Theda,Telugu
420,Kandireega,2011.0,,"Action, Comedy, Romance            ",    Seenu (Ram) is a street-smart guy who shifts to Hyderabad from Anakapally to complete his degree in a college. He falls in love with Sruthi (Hansika Motwani) who also attends the same ...                See full summary »,130,6.2,638,86712,Kandireega,Telugu
116,Oosaravelli,2011.0,UA,"Action, Thriller            ","    A youngster, who does anything for money, avenges on those who killed the family of Niharika.",145,6.6,3122,80281,Oosaravelli,Telugu
125,Mr Perfect,2011.0,U,"Drama, Romance            ","    Vicky (Prabhas), an expert in gaming software, lives in Australia and never compromises in his life, a principle he adheres to since his childhood. He believes that one should be oneself in...                See full summary »",144,7.1,2917,63376,Mr. Perfect,Telugu
141,Pilla Zamindar,2011.0,U,"Comedy, Drama            ",    PJ has to go through a rough journey of living like a common man and graduating from a village-based college to inherit his grandfather's wealth.,148,7.7,2494,85818,Pilla Zamindar,Telugu
142,100% Love,2011.0,U,"Comedy, Drama, Romance            ","    When his cousin Mahalakshmi comes to stay, Balu is challenged to an extent rare in his charmed life. Will Balu let himself be seduced by Mahalakshmi's bubbly spirit and sharp brain, or will his ego prove an insurmountable barrier?",141,7.0,2493,63378,100% Love,Telugu
148,Ala Modalaindi,2011.0,,"Comedy, Drama, Romance            ","    On the day of his girlfriend's marriage, Gautam gets kidnapped by an unknown criminal. Bored on the way to the kidnapper's den, Gautam is forced to narrate his cute love story which is filled with loads of twists and turns.",136,7.7,2394,57010,Ala Modalaindi,Telugu
352,Vastadu Naa Raju,2011.0,,"Action, Romance            ","    Narasimha (Prakashraj) is a local goon, who resorts to murders and extortion at the behest of Home Minister Adikesavulu (Sayaji Shinde). Narasimha""s life ambition is to become an MLA and ...                See full summary »",135,5.8,823,79820,Vastadu Naa Raju,Telugu
974,Nuvvila,2011.0,U,"Comedy, Drama, Romance            ",    Three boys who work at a pizza store are thrown into three different stories when one boy had to cover for another boy and make a delivery.,139,6.8,110,82201,Nuvvila,Telugu
339,Gaganam,2011.0,U,"Action, Crime, Thriller            ",    It is up to Ravi (Nagarjuna) who has to rescue a flight from Chennnai to Delhi which is hijacked by Yousuf Khan 's men.,120,7.1,869,59900,Gaganam,Telugu
785,Mogudu,2011.0,UA,Drama            ,"    A couple truly in love get married. On the day of marriage just after the ritual due to a stupid reason an argument sparks, egoes crash which turns into violence. The couple separates. How they finally unite is rest of the movie.",159,3.8,202,81080,Mogudu,Telugu
209,Badrinath,2011.0,A,Action            ,    A skilled warrior and the protector of Badrinath temple finds his loyalties divided while trying to revive an agnostic's faith in God.,140,4.3,1640,77715,Badrinath,Telugu
952,Aha Naa Pellanta,2011.0,UA,Comedy            ,"    Subramaniam aka Subbu (Naresh) is an honest, intelligent, kind and hardworking IT professional. However, one night at a party organized by his boss Balaraju (Brahmi) changes his life.",142,5.4,116,67902,Aha Naa Pellanta,Telugu
940,Prema Kavali,2011.0,,Romance            ,"    A story about Sreenu, an NCC cadet who loves Prema in his college, and his heroic efforts to gain his love",166,5.8,121,99354,Prema Kavali,Telugu
335,Sri Rama Rajyam,2011.0,,"Drama, Fantasy            ","    Lord Rama's life is one of perfect adherence to dharma (righteousness) despite harsh tests of life and time. Sri Rama Rajyam movie explains how poet Valmiki, the author of the epic Ramayana...                See full summary »",172,6.7,885,94987,Sri Rama Rajyam,Telugu
326,Sakthi,2011.0,A,"Action, Fantasy            ","    While on a trip, a guide starts protecting the central minister's daughter from some Egyptians who want her and a holy diamond in their custody.",161,3.5,909,63372,Shakti,Telugu
321,Mirapakai,2011.0,UA,"Action, Comedy, Drama            ","    Rishi sends to Hyderabad and join in a college as a Hindi lecturer as a part of an undercover operation. He fall in love with her student Vinamra. Rishi has to extract information about Kittu from Vaishali, another student.",160,6.3,916,57736,Mirapakay,Telugu
235,Teen Maar,2011.0,,"Comedy, Drama, Romance            ",    A man reconsiders his ideas about love in the modern world after he hears a love story from 40 years ago.,149,5.6,1476,63377,Teen Maar,Telugu
802,Katha Screenplay Darsakatvam: Appalaraju,2011.0,,Comedy            ,    An aspiring director gets his chance to direct his dream project only to get his project changed by the film crew from an emotional drama to a comedy one.,0,5.0,190,82901,Katha Screenplay Darsakatvam Appalaraju,Telugu
499,Dhada,2011.0,UA,"Action, Comedy            ",    An Indian engineering student in the U.S. gets in trouble with local gangsters and must resolve his problems to return to his lady-love in India.,147,3.7,483,79819,Dhada,Telugu
820,Dongala Mutha,2011.0,U,"Action, Crime, Thriller            ",    3 people try to escape from the captivity of a group of kidnappers.,90,3.7,173,137249,Dongala Mutha,Telugu
299,Oh My Friend,2011.0,,Romance            ,    Age-old analysis on 'can a man and a woman be friends?',130,6.6,1015,86717,Oh My Friend,Telugu
647,Golkonda High School,2011.0,,"Drama, Family            ",    A school in financial trouble hires an ex-student with a chequered past to regain the glory of its once famous cricket program,130,6.8,294,67677,Golconda High School,Telugu
1259,It's My Love Story,2011.0,,Romance            ,    It's My Love Story is the story of Arjun (Aravind Krishna) and Vandana (Nikhita Narayan) who meet in an unexpected way and are forced to live together. Both of them fall in love but when ...                See full summary »,0,5.9,61,117655,It's My Love Story,Telugu
842,Seema Tapakai,2011.0,,Comedy            ,"    Sri, the son of a wealthy businessman falls for Satya, a girl who despises rich people. To impress her, Sri pretends to be poor and ropes in his family to do the same for him.",128,6.1,163,69925,Seema Tapakai,Telugu
552,Veera,2011.0,UA,"Action, Comedy, Drama            ",    A man wants to avenge his family's death which has been mass murdered by a bad guy.,156,3.8,399,69924,Veera,Telugu
527,Rajanna,2011.0,,"Action, Drama, History            ","    In Nelakondapalli village, Adilabad district, Mallamma (Annie) is a girl who is a very talented singer. She is taken care of by an elderly man in her village. On one occasion, the elderly ...                See full summary »",132,6.5,429,200297,Rajanna,Telugu
547,Parama Veera Chakra,2011.0,UA,"Action, Drama            ",    A famous actor is asked to play the role of his lookalike army major and eventually battle his enemies.,160,2.0,402,69927,Parama Veera Chakra,Telugu
1392,Money Money More Money,2011.0,,Comedy            ,"    Four friends Chakry, Abbas, Raghu, Gogi (JD, Mukul Dev, Brahmaji, Kavin Dev) are going through financial crisis and run out of jobs. They finally decide to do a kidnapping and target Maggie...                See full synopsis »",0,4.3,49,137364,Money Money More Money,Telugu
15,Dookudu,2011.0,UA,"Action, Comedy            ","    Ajay, (Mahesh Babu) an undercover cop, is assigned to catch a dangerous mafia don with whom he has a personal score to settle.",170,7.4,12295,80276,Dookudu,Telugu
1380,Raaj,2011.0,UA,"Drama, Romance            ",    Raaj reluctantly marries Mythili after the woman that he actually loves mysteriously disappears from his life.,155,4.6,50,67676,Raaj,Telugu
533,Nenu Naa Rakshasi,2011.0,,"Action, Drama            ",    The journey of a girl who is interested in suicides and a boy who is interested in her.,140,5.0,423,82909,Nenu Naa Rakshasi,Telugu
1305,Jai Bolo Telangana,2011.0,,History            ,,0,6.7,57,308202,Jai Bolo Telangana,Telugu
6,Eega,2012.0,UA,"Action, Fantasy            ",    A murdered man is reincarnated as a housefly and seeks to avenge his death.,145,7.7,20636,148265,Eega,Telugu
1005,Yamudiki Mogudu,2012.0,,"Comedy, Fantasy            ","    Naresh, who was born as a result of tangle between Lord Brahma and Goddess Saraswathi, has some godly powers. After some incidents he marries daughter of Lord Yama, and the rest of the story is about how Naresh saves his family and love.",0,4.8,102,196801,Yamudiki Mogudu,Telugu
157,Rachcha,2012.0,UA,Action            ,    A betting teenager involves in a larger bet than he imagined.,143,4.3,2336,120956,Rachcha,Telugu
801,Srimannarayana,2012.0,,Drama            ,"    A journalist fights crime, while getting revenge for his father's death.",135,4.1,190,155719,Srimannarayana,Telugu
742,Shirdi Sai,2012.0,U,"Biography, Drama, Musical            ",    Biopic of shirdi sai baba.,145,6.7,230,138078,Shirdi Sai,Telugu
456,Daruvu,2012.0,UA,"Action, Comedy, Fantasy            ",    In Yamalokam retirement age comes from Senior Yama and he gives charge to his Son. However experienced Chitragupta is retained much to his disappointment. He decides to teach a lesson to ...                See full summary »,159,5.0,565,152875,Daruvu,Telugu
1032,Ayyare,2012.0,,"Drama, Family            ",    Venkatesam (Shivaji) is a mechanic who runs his own garage. He is a carefree and fun loving guy who loves to enjoy life. He comes across Anjali (Anisha Singh) and it is love at first sight ...                See full summary »,129,6.9,95,104728,Ayyare,Telugu
364,Yeto Vellipoyindhi Manasu,2012.0,,"Drama, Romance            ",    The ups and downs of a romance between Varun and Nithya from childhood to adolescence.,153,7.3,790,149262,Yeto Vellipoyindhi Manasu,Telugu
969,Nuvva Nena,2012.0,UA,Comedy            ,"    Avinash, a small-time crook, falls in love with Dr. Nandini, and Anand, a patient, also has feelings for her. Later, Avinash and Anand discover that Dr. Nandini is already in love with someone else.",127,4.6,111,137462,Nuvva Nena,Telugu
762,Routine Love Story,2012.0,,"Comedy, Romance            ",    Sanju (Sundeep Kishan) is a college going student who falls for a girl Tanvi (Regina Cassandra) at first sight. They get along over a period of time but unsure of the advancing in their ...                See full summary »,124,6.0,216,166460,Routine Love Story,Telugu
198,Dhammu,2012.0,A,"Action, Drama            ",    An orphan gets adopted by a rich and powerful family looking for a heir. But the family has a dark violent past due to dispute with a rival family. What will he do when the fate of his village depends on him?,155,5.2,1794,113728,Dhammu,Telugu
470,Devudu Chesina Manushulu,2012.0,,"Action, Comedy, Fantasy            ","    The gods get involved in mortal struggles, turning back time to rewrite small histories and spread happiness to mortals and immortals alike.",124,3.6,524,199544,Devudu Chesina Manushulu,Telugu
216,Ishq,2012.0,,"Comedy, Romance            ",    Priya falls in love with rahul during a delayed flight journey but realizes that he and her brother share a past,160,7.3,1566,94372,Ishq,Telugu
935,Naa Ishtam,2012.0,,Drama            ,    Gani (Rana) is a Telugu youth who lives and works in Malaysia and he is an extremely selfish person. He always thinks about himself and his benefits first. Into his routine life comes ...                See full summary »,0,3.5,122,155731,Naa Ishtam,Telugu
490,Andala Rakshasi,2012.0,UA,Romance            ,"    Goutham deeply loves Mithuna, but will not acknowledge it to her. Meanwhile, Mithuna falls in love with Surya. Later, a sudden incident changes the lives of the trio.",139,7.2,494,154337,Andala Rakshasi,Telugu
919,All the Best,2012.0,UA,Drama            ,,0,5.5,128,226292,All the Best,Telugu
319,Uu Kodathara Ulikki Padathara,2012.0,,"Action, Drama, Fantasy            ","    With the help of a young man, a ghost get its revenge for its death.",0,4.9,933,250649,Uu Kodathara Ulikki Padathara,Telugu
1366,Neeku Naaku Dash Dash,2012.0,,Thriller            ,,165,6.4,51,459051,Neeku Naaku Dash Dash,Telugu
910,Ee Rojullo,2012.0,U,"Comedy, Romance            ",    Srinivas is a gullible lover who gets used by girlfriends for his money. Shreya is fed up with guys who wants to take their friendship to next level in order to have a physical relationship...                See full summary »,129,5.6,130,199547,Ee Rojullo,Telugu
898,Poola Rangadu,2012.0,,Comedy            ,    An educated and ingenious young man from the city seeks to recoup his struggling family's fortunes through a rural real estate deal that proves to have potentially deadly -- and VERY funny ...                See full summary »,0,5.7,135,91833,Poola Rangadu,Telugu
782,Minugurulu,2012.0,,"Drama, Family            ","    Raju a 13 year old child passionate about films who always wanted to be a filmmaker become blind in an accident. Drunkard and irresponsible father puts Raju in a blind orphanage,claiming ...                See full summary »",109,7.5,204,253560,Minugurulu,Telugu
136,Cameraman Gangatho Rambabu,2012.0,,"Action, Drama            ",    A fast-paced socially relevant political drama that revolves around the struggles of an ordinary citizen against crime and political corruption.,148,5.7,2582,138667,Cameraman Ganga Tho Rambabu,Telugu
457,Damarukam,2012.0,UA,"Action, Drama, Fantasy            ",    A demon born from darkness plans to take over the world by marrying a girl with ominous horoscope.,157,5.3,565,145335,Damarukam,Telugu
411,Life Is Beautiful,2012.0,U,"Drama, Romance            ","    It is a coming of age story of six youngsters, set in the beautiful nostalgic world of a working-middle class neighborhood. The film tracks their journey through the different seasons, ...                See full summary »",167,6.4,671,155730,Life Is Beautiful,Telugu
579,Sarocharu,2012.0,U,"Drama, Romance            ","    Sandhyaa Arun(Kajal Aggarwal) is a student who is madly in love with Karthik (Ravi Teja), a techie based in Italy. She decides to travel with him to India, confident that the travel time ...                See full summary »",137,4.7,358,199994,Sarocharu,Telugu
58,Gabbar Singh,2012.0,UA,"Action, Comedy            ","    Venkatarathnam Naidu (Pawan Kalyan), son of Suhasini and step son of Nagineedu calls himself as Gabbar Singh after liking the character from Sholay. He turns as a cop and gets posted to his...                See full summary »",153,7.1,5550,111836,Gabbar Singh,Telugu
266,Dhenikaina Ready,2012.0,,"Action, Comedy            ",    A muslim man enter's his uncle's house in disguise to reunite his mother with her brother.,125,6.1,1201,171384,Dhenikaina Ready,Telugu
402,Krishnam Vande Jagadgurum,2012.0,UA,Action            ,"    In order to fulfill his promise to his grandfather, a man acts in a play in his native village, where he stumbles upon the truth about the death of his parents.",136,6.9,699,146819,Krishnam Vande Jagadgurum,Telugu
635,Nippu,2012.0,,"Action, Comedy, Drama            ",    The story begins with Surya (Ravi Teja) who owns a gym center and he also has a good friend Sriram (Srikanth). Surya is in love with his friend's sister Meghna (Deeksha Seth) and after some...                See full summary »,159,3.8,303,104069,Nippu,Telugu
1239,Ko antey koti,2012.0,,"Comedy, Crime, Romance            ",,0,6.2,64,414231,Ko Antey Koti,Telugu
82,Julayi,2012.0,UA,"Action, Comedy            ",    A happy-go-lucky man with wit and an instinct to kill teams up with a timid cop after being pursued by the criminal whose plans to rob a bank he foiled.,160,7.2,4329,125835,Julayi,Telugu
415,Endukante... Premanta,2012.0,U,"Comedy, Fantasy, Romance            ","    Unfortunate lovers of past meet in this life. But the meeting encounters escape from Paris, from terrorists and struggle to bring back the love to life. What ensues is a series of comedy ...                See full summary »",154,6.1,655,153860,Endukante Premanta,Telugu
705,Adhinayakudu,2012.0,,"Action, Drama            ",    A Grandson from a political family struggles to level up with his father and grandfather. Balakrishna plays all three roles in this film.,0,3.6,250,168119,Adhinayakudu,Telugu
721,Mithunam,2012.0,U,"Drama, Family            ","    Wedded together for fifty years, knowing each other inside out, Appadaasu and Buchchi Laxmi fill their retired days with raw quarrels and ripe loves. Emotional entanglements enslave them to...                See full summary »",120,7.7,240,207920,Mithunam,Telugu
827,Avunu,2012.0,,"Horror, Thriller            ","    The spirit of a serial rapist who's body is chopped into tiny pieces, mixed into concrete that's used to build a house, haunts it and terrorises the newly weds who move in there.",115,6.5,169,176104,Avunu,Telugu
691,Sudigaadu,2012.0,UA,"Action, Comedy            ","    Join Shiva, a larger than life hero on a madcap journey to find his kidnapped parents and to capture a notorious criminal.",140,5.7,260,155738,Sudigaadu,Telugu
291,Swamy Ra Ra,2013.0,UA,Crime            ,    A small time crook faces a big time challenge: he must fight to retrieve a priceless article and win the heart of his love.,120,7.3,1057,181884,Swamy Ra Ra,Telugu
586,Greeku Veerudu,2013.0,,Drama            ,    An overconfident businessman's journey of realizing the importance of family and turning from a stud to falling in love...,155,4.6,349,181930,Greeku Veerudu,Telugu
94,Mirchi,2013.0,A,"Action, Drama            ","    A man returns to his country in order, ostensibly, to reform his girlfriend's violent family, but he seems to have a strange connection and a rather dark past.",155,7.2,3708,176590,Mirchi,Telugu
70,Seethamma Vakitlo Sirimalle Chettu,2013.0,U,"Comedy, Drama, Family            ","    An exuberant and evocative family drama, that primarily revolves around the close bond between two brothers with radically different personalities, highlighting the complex process of choosing an ideal life partner for each of them.",159,7.5,5075,193197,Seethamma Vakitlo Sirimalle Chettu,Telugu
1246,Prema Ishq Kaadhal,2013.0,UA,Drama            ,"    Three youngsters are out in life with no intent of the future, until they meet three lovely ladies. What happens next, changes their perspective of life.",140,6.8,63,253579,Prema ishq kaadhal,Telugu
646,Venkatadri Express,2013.0,U,"Adventure, Comedy            ",    A simple train journey to Tirupathi goes horribly awry for Sundeep (Sundeep) and Prarthana (Rakul) after they miss boarding the Venkatadri Express.,127,6.9,294,242301,Venkatadri Express,Telugu
1228,Okkadine,2013.0,,"Action, Romance            ",    Shailaja comes in contact with a happy family when she visits her friend's village. Things take turn when she learns that they all died two years back.,133,5.6,65,307779,Okkadine,Telugu
1313,Aadu Magaadra Bujji,2013.0,,"Action, Comedy, Romance            ","    Siddhu, a naughty easy going guy falls in love with Indu. But Indu is the sister of Cherry who keeps on protecting his sister from others' eyes. But on the other hand Cherry he loves Anjali...                See full summary »",141,5.9,56,381681,Aadu Magaadra Bujji,Telugu
915,Naa Bangaaru Talli,2013.0,A,"Crime, Drama, Family            ","    Naa Bangaaru Talli explores the consequences of sex trafficking, testing the vulnerability of trust in human relations.",126,7.2,129,395061,Naa Bangaaru Talli,Telugu
916,Anthaka Mundu Aa Tarvatha,2013.0,,"Drama, Romance            ",    A tale Love and romance between two people which leads to live in relationships .,151,6.6,129,217225,Anthaka Mundu Aa Tarvatha,Telugu
85,Baadshah,2013.0,UA,"Action, Comedy            ","    Fast-paced and fiery, this action-oriented revenge thriller follows the transformation of a young man, from an IPS aspirant into fearless Baadshah, an avenging angel wreaking vengeance upon the mafia kingpin, Saadu Bhai.",164,6.4,3898,181882,Baadshah,Telugu
327,Uyyala Jampala,2013.0,U,"Drama, Family, Romance            ","    A romantic entertainer between a ""bava"" and a ""maradalu"" set in a contemporary coastal town.",124,7.2,904,247501,Uyyala Jampala,Telugu
845,Bhai,2013.0,UA,"Action, Comedy, Thriller            ",    A hitman turns against his boss in order to save his brother.,153,3.2,160,241123,Bhai,Telugu
130,Naayak,2013.0,A,Action            ,    A young man and his lookalike team up to fight injustice and settle their personal scores with the evildoers.,153,5.5,2749,182954,Naayak,Telugu
1153,Om 3D,2013.0,UA,"Action, Thriller            ","    Arjun shares a deep bond with his father Harishchandra, an influential man with many enemies. As Arjun sets out to thwart the plans of the enemies to kill his father, he learns a shocking truth.",107,5.5,76,410275,Om 3D,Telugu
1304,Jaffa,2013.0,,Comedy            ,"    Jasmine Phalguna aka Jaffa is a software engineer who is convicted on charges of murder. He becomes the go to guy in jail, and even the jailer becomes an ardent follower. But Jaffa wants to run away.",160,4.8,57,180945,Jaffa,Telugu
260,Doosukeltha,2013.0,,"Action, Comedy            ",    Venkateswara Rao (Vishnu Manchu) and Alekhya (Lavanya Tripathi) met each other when they were children. But for Venkateswara's mischief Alekhya and her mother had to leave their entire ...                See full summary »,161,6.7,1238,241120,Doosukeltha,Telugu
151,Iddarammayilatho,2013.0,UA,"Action, Thriller            ","    A young woman becomes embroiled in a financial and political conspiracy while studying in Spain, as she meets a young musician with a somewhat dark past unfolded through the pages of his lover's diary.",137,5.7,2376,197999,Iddarammayilatho,Telugu
375,Prema Katha Chitram,2013.0,,"Drama, Horror            ",    Three friends and a stranger go to a house and plan to commit suicide. But later they realize the house is haunted,130,7.1,766,200402,Prema Katha Chitram,Telugu
680,Ongole Githa,2013.0,A,"Action, Comedy            ",    White(Ram) enters the Chilli market yard in Ongole at the age of 12. Adikeshava (Prakash Raj) is the chairman of that Chilli yard. White comes to know of Adikeshava's real character and ...                See full summary »,160,5.1,268,200013,Ongole Githa,Telugu
1121,D for Dopidi,2013.0,,"Comedy, Crime            ",,0,5.8,81,253540,D for Dopidi,Telugu
770,Gundello Godari,2013.0,,"Adventure, Drama, Romance            ","    Gundello Godari is about a newlywed couple who are forced to battle it out against a devastating flood of the River Godavari. They lose all hope of survival, so they decide to narrate the ...                See full summary »",108,4.8,213,174877,Gundello Godari,Telugu
300,Balupu,2013.0,UA,"Action, Comedy            ",    Ravi (Ravi Teja) works as a collection agent of ICICI in Bangalore and leads a happy life along with his friends and his father Mohan Rao (Prakash Raj) who wishes to see Ravi married to a ...                See full summary »,145,6.0,1014,204275,Balupu,Telugu
1055,Kevvu Keka,2013.0,,Comedy            ,"    A girl lies to her father that her boyfriend, a salesman, is rich. But he breaks the alliance on learning the truth. She then challenges him that her boyfriend will become a millionaire in ...                See full summary »",125,5.4,91,225547,Kevvu Keka,Telugu
355,Sahasam,2013.0,UA,"Action, Adventure            ","    Gautham Varma, an A.T.M security guard, goes on a treasure hunt for the diamonds hidden by his grandfather in the Hinglaj temple during the time of the India - Pakistan partition.",150,6.6,817,208417,Sahasam,Telugu
40,Atharintiki Daaredi,2013.0,U,"Comedy, Drama            ",    The scion of a powerful family is tasked with retrieving an estranged family member.,170,7.2,8081,224061,Atharintiki Daaredi,Telugu
1204,Adda,2013.0,,Drama            ,    This story is about a marriage commission agent who fixes and makes arrangements for rejection of marriage according to client. This boy starts loving her client who came to make arrangements for her sister's marriage rejection.,0,6.0,68,410305,Adda,Telugu
351,Potugadu,2013.0,A,"Comedy, Drama            ","    Govinda Naama Sastry (Manoj Manchu) is a young man who decides to commit suicide. He goes to a lonely spot and decides to have one last drink. At about the same time, Venkata Rathnam (...                See full synopsis »",125,5.7,826,240823,Potugadu,Telugu
861,Jabardasth,2013.0,UA,Comedy            ,"    A carefree young man befriends a feisty girl, becomes her business partner, but when she falls in love with him, things get complicated and they separate. What will happen when another girl...                See full summary »",153,3.9,154,168246,Jabardasth,Telugu
532,Tadakha,2013.0,UA,Action            ,    Siva (Sunil) and Karthik (Naga Chaitanya) are brothers. Elder brother Siva is a timid and shy. He fears for everything. Karthik is a dynamic guy who is very protective of his elder brother....                See full summary »,147,5.5,424,204395,Tadakha,Telugu
766,Masala,2013.0,,"Action, Comedy            ",    Balaram (Venkatesh) is a good hearted strongman of the village of Bheemarajapuram. He treats everyone with fairness and takes care of their needs. But there is one thing that Balaram cannot...                See full summary »,160,5.3,215,264023,Masala,Telugu
244,Gunde Jaari Gallanthayyinde,2013.0,,"Comedy, Drama, Romance            ","    Nitin saw a girl and fell for her.After searching for her he gets her number from a friend. He contacts her and they both fall in love, but little does he know that he was talking to ...                See full summary »",150,7.1,1373,181929,Gunde Jaari Gallanthayyinde,Telugu
308,Current Theega,2014.0,A,"Action, Comedy, Romance            ",    Current Theega is a Telugu Action Comedy Romance directed by G. Nageswara Reddy. The village headman Sivarama Raju (Jagapathi Babu) has three daughters and the youngest one is Kavitha. Raju...                See full summary »,128,5.6,978,331939,Current Theega,Telugu
443,Heart Attack,2014.0,A,"Action, Romance            ",    A commitment phobic hippie falls in love with a woman and chases her much to get dismay and aims to get what he needs.,142,5.3,586,253513,Heart Attack,Telugu
595,Chinnadana Nee Kosam,2014.0,,"Drama, Romance            ","    A typical man with a good heart finds love after sighting a beautiful woman. Upon her request to get her a home by asking an old man (an old man that saw the hero saving a woman), he makes ...                See full summary »",155,5.3,334,308034,Chinnadana Nee Kosam,Telugu
741,Rowdy Fellow,2014.0,,"Action, Romance            ","    An egoistic wealthy man becomes a cop to settle a score, but gets into a feud with a local politician.",150,6.7,231,301668,Rowdy Fellow,Telugu
739,Chandamama Kathalu,2014.0,,Drama            ,    Intertwining stories of people belonging to a cross section of society.,134,7.2,232,264306,Chandamama Kathalu,Telugu
693,Geethanjali,2014.0,A,"Comedy, Horror            ",    Filmmakers are haunted by a woman who committed suicide.,135,6.3,259,310584,Geethanjali,Telugu
575,Mukunda,2014.0,UA,Family            ,"    Mukunda, a careless youngster, makes it a part of his daily routine to fight for his friend Arjun who often gets into trouble. One day, he gets into a fight with the chief of his village and competes in elections against him.",142,5.7,367,315170,Mukunda,Telugu
670,Pilla Nuvvu Leni Jeevitham,2014.0,A,"Action, Drama, Romance            ",    Seenu(Sai Dharam Tej) falls in love with Shailu(Regina) and proposes to her but gets rejected every time.Twist in the tale arises when Seenu comes to know that Shailu is in danger posed by ...                See full summary »,160,6.0,276,303732,Pilla Nuvvu Leni Jeevitham,Telugu
409,Loukyam,2014.0,UA,"Action, Comedy            ",    Venky tries to right his wrongs by involving his family and also convince the girls side without getting messed up in between.,150,6.4,672,295587,Loukyam,Telugu
588,Autonagar Surya,2014.0,A,"Action, Crime, Drama            ","    Surya, a juvenile offender, completes his education in prison and upon release embarks on his dream project. However, he has to overcome numerous obstacles to turn his dream into a reality.",157,5.6,345,253584,Autonagar Surya,Telugu
598,Prathinidhi,2014.0,,"Drama, Thriller            ","    A mysterious figure, who calls himself as 'The Common Man', kidnaps the Chief Minister of the state and threatens to murder him unless his demands are met.",150,7.4,331,269677,Prathinidhi,Telugu
596,Hrudaya Kaleyam,2014.0,U,Comedy            ,    A comedy about a petty electronics thief.,114,5.7,334,321162,Hrudaya Kaleyam,Telugu
560,Alludu Seenu,2014.0,A,"Action, Comedy            ","    In this quest for sanctuary, love, and identity, a man and his uncle arrive in Hyderabad, where they capitalize on the uncle's resemblance to a local don.",151,4.3,386,315934,Alludu Seenu,Telugu
380,Oka Laila Kosam,2014.0,UA,"Comedy, Romance            ",    After his post-graduate studies Karthik takes a holiday in Europe. On his return journey he falls in love at first sight with Nandana.The rest of the movie deals with the extent to which he will go to win her heart.,150,6.1,749,298536,Oka Laila Kosam,Telugu
883,Ra Ra Krishnayya,2014.0,,Romance            ,"    Kittu alias Krishna Sundeep Kishan is a cab driver who saves his money with the cab owner Tanikella Bharani. When the owner refuses to return his money back, Kittu kidnaps owners daughter ...                See full summary »",138,5.3,142,304791,Ra Ra Krishnayya,Telugu
963,Kotha Janta,2014.0,,"Comedy, Drama            ","    Kotha Janta is romance drama, which is about what happens when a young selfish TV anchor falls in love with a girl. Besides direction, Maruthi has also written story, screenplay and ...                See full summary »",146,4.7,113,227057,Kotha Janta,Telugu
1199,Lovers,2014.0,,Romance            ,"    All efforts to get a partner in life by Siddhu (Sumanth Ashwin) are thwarted by Chitra (Nanditha), who he has never seen. Siddhu falls in love with a girl, who he does not realize is the ...                See full summary »",130,6.6,69,297674,Lovers,Telugu
109,Drushyam,2014.0,U,"Crime, Drama, Family            ","    Rambabu (Venkatesh Daggubati), a cable operator, tries to protect his family from paying the price for their accidental crime.",150,8.3,3344,279450,Drushyam,Telugu
106,Aagadu,2014.0,UA,"Action, Comedy            ",    An encounter specialist is transferred as CI to a village which is ruled by a local gangster,165,5.4,3410,294413,Aagadu,Telugu
1131,Brother of Bommali,2014.0,,"Action, Drama            ","    Naresh And Karthika Are Brothers And Sisters Karthika Is A Great Fighter Too,She Fight Well And She Is Well Practised Karate In Her Small Age . After They Two Grown up, Naresh Met A Girl ...                See full summary »",160,5.8,79,307751,Brother of Bommali,Telugu
1105,Paathshala,2014.0,,Drama            ,"    Four young people take a road trip after college. Their attempt at a last hurrah before reality sets in is unsuccessful, however, because reality follows them on the road, which becomes a school of sorts.",117,7.3,84,305349,Paathshala,Telugu
1227,Ice Cream 2,2014.0,A,"Horror, Thriller            ",    Fate of a short film crew vs burglar crew who just robbed a bank.,87,3.6,65,412844,Ice Cream 2,Telugu
1104,Rough,2014.0,,Romance            ,    A man is challenged by the brother of his beloved to get her to fall in love with him.,180,4.9,84,307979,Rough,Telugu
1238,Joru,2014.0,,Comedy            ,"    Friends on a road trip pick up a damsel in distress, only to find themselves pursued by goons who are apparently after said damsel.",140,5.6,64,312324,Joru,Telugu
1247,Galipatam,2014.0,A,Drama            ,"    Galipatam is the story of a couple Karthi (Aadi) and Swetha (Erica Fernandes) who are considered as the best couple but actually have their own differences. One thing leads to another, and ...                See full summary »",135,5.7,63,285930,Galipatam,Telugu
